concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
VIA 040;2010;BR-40/MG;Decrescente;446,500;-19,291051;-19,298082;447,660;-44,386695;-44,379993
VIA 040;2010;BR-40/MG;Decrescente;448,950;-19,308446;-19,312574;449,560;-44,373087;-44,370321
VIA 040;2010;BR-40/MG;Decrescente;451,670;-19,330636;-19,335776;452,380;-44,362556;-44,359797
VIA 040;2010;BR-40/MG;Decrescente;453,570;-19,345938;-19,351040;454,300;-44,354308;-44,351601
VIA 040;2010;BR-40/MG;Decrescente;455,800;-19,361400;-19,363568;456,200;-44,341396;-44,339514
VIA 040;2010;BR-40/MG;Decrescente;458,580;-19,384589;-19,390194;459,400;-44,336432;-44,335253
VIA 040;2010;BR-40/MG;Decrescente;461,650;-19,410351;-19,413354;462,120;-44,334661;-44,337981
VIA 040;2010;BR-40/MG;Crescente;465,686;-19,441697;-19,445190;466,280;-44,327242;-44,323029
VIA 040;2010;BR-40/MG;Decrescente;465,686;-19,441569;-19,449352;467,050;-44,327023;-44,317646
VIA 040;2010;BR-40/MG;Crescente;469,200;-19,461696;-19,467050;470,100;-44,300218;-44,296130
VIA 040;2010;BR-40/MG;Decrescente;469,200;-19,461760;-19,468711;470,300;-44,299470;-44,295025
VIA 040;2010;BR-40/MG;Crescente;471,150;-19,475604;-19,479567;471,850;-44,290837;-44,286503
VIA 040;2010;BR-40/MG;Decrescente;471,150;-19,475315;-19,479223;471,850;-44,290420;-44,286464
VIA 040;2010;BR-40/MG;Decrescente;472,850;-19,487132;-19,493680;473,630;-44,280411;-44,280056
VIA 040;2010;BR-40/MG;Decrescente;474,944;-19,496845;-19,530032;478,300;-44,279742;-44,258229
VIA 040;2010;BR-40/MG;Crescente;481,250;-19,553072;-19,557532;481,900;-44,243830;-44,241377
VIA 040;2010;BR-40/MG;Decrescente;483,450;-19,570244;-19,573799;484,200;-44,235191;-44,229779
VIA 040;2010;BR-40/MG;Crescente;498,681;-19,689798;-19,691447;498,883;-44,179598;-44,179070
VIA 040;2010;BR-40/MG;Crescente;507,180;-19,756032;-19,758693;507,730;-44,140466;-44,137535
VIA 040;2010;BR-40/MG;Decrescente;508,900;-19,766347;-19,771940;509,750;-44,129162;-44,125366
VIA 040;2010;BR-40/MG;Crescente;516,800;-19,823755;-19,824205;517,000;-44,084681;-44,084582
VIA 040;2010;BR-40/MG;Crescente;525,600;-19,891138;-19,910252;528,120;-44,050380;-44,043383
VIA 040;2010;BR-40/MG;Decrescente;526,750;-19,900597;-19,916105;528,850;-44,049419;-44,039697
VIA 040;2010;BR-40/MG;Crescente;533,000;-19,926469;-19,927930;535,150;-44,006361;-44,006386
VIA 040;2010;BR-40/MG;Decrescente;533,000;-19,926522;-19,927243;535,150;-44,005936;-44,006148
VIA 040;2010;BR-40/MG;Crescente;536,805;-19,957931;-19,967028;538,000;-44,002210;-43,996189
VIA 040;2010;BR-40/MG;Decrescente;537,000;-19,959333;-19,968421;538,350;-44,001116;-43,993696
VIA 040;2010;BR-40/MG;Decrescente;540,230;-19,983238;-19,984092;540,780;-43,982524;-43,981376
VIA 040;2010;BR-40/MG;Crescente;540,620;-19,984601;-19,986677;541,180;-43,980319;-43,976068
VIA 040;2010;BR-40/MG;Decrescente;544,130;-20,002337;-20,009000;545,000;-43,964831;-43,965136
VIA 040;2010;BR-40/MG;Crescente;544,170;-20,002187;-20,004283;544,520;-43,965199;-43,964920
VIA 040;2010;BR-40/MG;Crescente;551,150;-20,057074;-20,075570;553,480;-43,974980;-43,983294
VIA 040;2010;BR-40/MG;Decrescente;551,270;-20,058220;-20,068072;552,700;-43,975462;-43,981529
VIA 040;2010;BR-40/MG;Decrescente;554,500;-20,083490;-20,103571;556,800;-43,977657;-43,974799
VIA 040;2010;BR-40/MG;Decrescente;568,100;-20,193843;-20,206388;569,350;-43,972874;-43,973599
VIA 040;2010;BR-40/MG;Decrescente;572,130;-20,231302;-20,236019;572,800;-43,968775;-43,967293
VIA 040;2010;BR-40/MG;Crescente;607,250;-20,478737;-20,483470;607,850;-43,841599;-43,839512
VIA 040;2010;BR-40/MG;Decrescente;628,830;-20,653273;-20,655862;629,450;-43,808761;-43,804412
VIA 040;2010;BR-40/MG;Crescente;628,830;-20,653146;-20,656230;629,500;-43,808907;-43,804709
VIA 040;2010;BR-40/MG;Crescente;660,250;-20,901691;-20,904670;660,570;-43,827396;-43,827999
VIA 040;2010;BR-40/MG;Crescente;701,200;-21,216941;-21,222404;703,000;-43,746331;-43,730815
VIA 040;2010;BR-40/MG;Decrescente;701,350;-21,217691;-21,220049;702,450;-43,745228;-43,735073
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Crescente;0,100;-12,273016;-12,284175;2,000;-38,936957;-38,949588
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Crescente;3,400;-12,286350;-12,284999;4,200;-38,961792;-38,969772
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Crescente;6,100;-12,275199;-12,271301;6,600;-38,983252;-38,986165
VIA BAHIA;2003;CONTORNO - VC/BA;Crescente;6,400;-14,831711;-14,844142;7,700;-40,887039;-40,889092
VIA BAHIA;2003;CONTORNO - VC/BA;Crescente;11,700;-14,873448;-14,881603;12,600;-40,871592;-40,871075
VIA BAHIA;2003;CONTORNO - VC/BA;Decrescente;19,900;-14,902594;-14,855239;25,200;-40,842490;-40,798431
VIA BAHIA;2003;CONTORNO - VC/BA;Decrescente;6,450;-14,832339;-14,843958;7,750;-40,886886;-40,888514
VIA BAHIA;2003;CONTORNO NORTE  - FS - 324/BA;Crescente;518,200;-12,273456;-12,275664;518,600;-38,934403;-38,931245
VIA BAHIA;2003;CONTORNO NORTE  - FS - 324/BA;Decrescente;519,000;-12,277810;-12,271922;519,500;-38,927964;-38,935875
VIA BAHIA;2003;BR-116/BA;Crescente;426,200;-12,269882;-12,270995;426,400;-38,991511;-38,992587
VIA BAHIA;2003;BR-116/BA;Crescente;428,750;-12,287531;-12,288342;429,750;-39,003469;-39,012561
VIA BAHIA;2003;BR-116/BA;Crescente;447,900;-12,386039;-12,390447;448,900;-39,137772;-39,145844
VIA BAHIA;2003;BR-116/BA;Crescente;459,100;-12,438242;-12,440620;459,700;-39,226467;-39,231038
VIA BAHIA;2003;BR-116/BA;Crescente;460,600;-12,443836;-12,449055;461,900;-39,237546;-39,247863
VIA BAHIA;2003;BR-116/BA;Crescente;463,250;-12,454947;-12,461975;464,950;-39,260031;-39,273964
VIA BAHIA;2003;BR-116/BA;Crescente;472,750;-12,493781;-12,494606;472,950;-39,338198;-39,339753
VIA BAHIA;2003;BR-116/BA;Crescente;494,550;-12,581171;-12,582599;494,950;-39,517139;-39,520432
VIA BAHIA;2003;BR-116/BA;Crescente;501,200;-12,611780;-12,613503;501,600;-39,566993;-39,570110
VIA BAHIA;2003;BR-116/BA;Crescente;521,300;-12,704657;-12,706242;521,700;-39,721450;-39,724814
VIA BAHIA;2003;BR-116/BA;Crescente;545,900;-12,866356;-12,879826;547,400;-39,855557;-39,857996
VIA BAHIA;2003;BR-116/BA;Crescente;573,900;-13,069817;-13,077881;574,800;-39,961089;-39,961819
VIA BAHIA;2003;BR-116/BA;Crescente;598,950;-13,227739;-13,229108;599,150;-40,018158;-40,017234
VIA BAHIA;2003;BR-116/BA;Crescente;599,800;-13,235245;-13,237756;600,100;-40,017755;-40,018089
VIA BAHIA;2003;BR-116/BA;Crescente;604,200;-13,273114;-13,274780;604,400;-40,014545;-40,014702
VIA BAHIA;2003;BR-116/BA;Crescente;631,600;-13,508470;-13,521729;633,200;-40,054506;-40,060256
VIA BAHIA;2003;BR-116/BA;Crescente;672,100;-13,852039;-13,862763;673,300;-40,114178;-40,113189
VIA BAHIA;2003;BR-116/BA;Crescente;709,050;-14,143378;-14,152878;710,250;-40,241825;-40,246999
VIA BAHIA;2003;BR-116/BA;Crescente;740,500;-14,397911;-14,399517;740,700;-40,354026;-40,354345
VIA BAHIA;2003;BR-116/BA;Crescente;757,000;-14,521414;-14,533862;758,900;-40,374317;-40,386629
VIA BAHIA;2003;BR-116/BA;Crescente;776,900;-14,669467;-14,671682;778,000;-40,472348;-40,482142
VIA BAHIA;2003;BR-116/BA;Crescente;813,100;-14,803096;-14,812570;815,300;-40,779820;-40,797690
VIA BAHIA;2003;BR-116/BA;Crescente;832,950;-14,932681;-14,939892;833,950;-40,888692;-40,893098
VIA BAHIA;2003;BR-116/BA;Crescente;869,600;-15,203756;-15,207119;870,000;-41,083558;-41,085733
VIA BAHIA;2003;BR-116/BA;Crescente;885,500;-15,328768;-15,330814;885,800;-41,156313;-41,157415
VIA BAHIA;2003;BR-116/BA;Crescente;908,550;-15,503092;-15,507872;909,150;-41,235450;-41,235525
VIA BAHIA;2003;BR-116/BA;Decrescente;428,800;-12,288047;-12,288390;429,300;-39,003472;-39,008272
VIA BAHIA;2003;BR-116/BA;Decrescente;430,500;-12,290164;-12,291825;430,900;-39,018420;-39,022114
VIA BAHIA;2003;BR-116/BA;Decrescente;447,900;-12,386222;-12,390618;448,900;-39,137542;-39,145621
VIA BAHIA;2003;BR-116/BA;Decrescente;460,600;-12,444289;-12,449775;461,900;-39,237603;-39,248777
VIA BAHIA;2003;BR-116/BA;Decrescente;465,800;-12,465494;-12,467278;466,200;-39,280344;-39,283928
VIA BAHIA;2003;BR-116/BA;Decrescente;474,700;-12,501056;-12,501597;474,800;-39,352178;-39,353225
VIA BAHIA;2003;BR-116/BA;Decrescente;484,500;-12,541739;-12,544432;485,100;-39,434619;-39,439876
VIA BAHIA;2003;BR-116/BA;Decrescente;494,600;-12,581259;-12,582919;495,000;-39,517103;-39,520461
VIA BAHIA;2003;BR-116/BA;Decrescente;518,300;-12,693450;-12,698442;519,500;-39,697649;-39,707761
VIA BAHIA;2003;BR-116/BA;Decrescente;534,300;-12,774742;-12,777025;534,600;-39,813289;-39,814642
VIA BAHIA;2003;BR-116/BA;Decrescente;545,900;-12,868098;-12,877820;547,000;-39,855520;-39,857343
VIA BAHIA;2003;BR-116/BA;Decrescente;560,600;-12,965867;-12,969214;561,100;-39,929509;-39,932056
VIA BAHIA;2003;BR-116/BA;Decrescente;574,100;-13,071459;-13,083361;575,400;-39,960947;-39,962108
VIA BAHIA;2003;BR-116/BA;Decrescente;580,700;-13,104756;-13,104574;581,100;-39,988131;-39,992172
VIA BAHIA;2003;BR-116/BA;Decrescente;628,200;-13,479698;-13,482797;628,600;-40,041563;-40,043067
VIA BAHIA;2003;BR-116/BA;Decrescente;631,600;-13,508223;-13,521751;633,200;-40,054231;-40,060124
VIA BAHIA;2003;BR-116/BA;Decrescente;672,000;-13,851355;-13,862244;673,100;-40,114124;-40,113133
VIA BAHIA;2003;BR-116/BA;Decrescente;709,000;-14,143528;-14,152460;710,100;-40,241703;-40,246554
VIA BAHIA;2003;BR-116/BA;Decrescente;727,600;-14,291989;-14,293340;727,700;-40,309737;-40,310664
VIA BAHIA;2003;BR-116/BA;Decrescente;757,000;-14,521781;-14,531061;758,400;-40,374381;-40,383597
VIA BAHIA;2003;BR-116/BA;Decrescente;776,900;-14,669683;-14,671606;777,800;-40,472211;-40,481050
VIA BAHIA;2003;BR-116/BA;Decrescente;812,900;-14,801350;-14,814533;815,900;-40,775764;-40,801008
VIA BAHIA;2003;BR-116/BA;Decrescente;833,100;-14,933294;-14,941037;834,100;-40,888833;-40,893632
VIA BAHIA;2003;BR-116/BA;Decrescente;869,600;-15,202331;-15,210003;870,500;-41,082397;-41,086978
VIA BAHIA;2003;BR-116/BA;Decrescente;885,400;-15,328117;-15,329956;885,600;-41,155461;-41,156228
VIA BAHIA;2003;BR-116/BA;Decrescente;908,550;-15,503023;-15,509003;909,250;-41,235134;-41,235050
VIA BAHIA;2003;BR-116/BA;Decrescente;912,000;-15,530901;-15,534361;912,400;-41,247048;-41,248745
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Decrescente;0,300;-12,274408;-12,285960;2,500;-38,937019;-38,953994
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Decrescente;2,900;-12,286764;-12,286894;3,400;-38,957322;-38,962181
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Decrescente;4,900;-12,282935;-12,278896;5,600;-38,975262;-38,980720
VIA BAHIA;2003;CONTORNO NORTE - FS - 116/BA;Decrescente;423,873;-12,237180;-12,232298;422,816;-38,979508;-38,971251
VIA BAHIA;2003;CONTORNO NORTE - FS - 116/BA;Crescente;423,630;-12,235632;-12,230519;422,256;-38,977927;-38,966599
VIA SUL;2019;BR-101/RS;Crescente;0,200;-29,300542;-29,318006;2,180;-49,770740;-49,774715
VIA SUL;2019;BR-101/RS;Decrescente;3,380;-29,326973;-29,300542;0,100;-49,781066;-49,770740
VIA SUL;2019;BR-101/RS;Decrescente;7,800;-29,358496;-29,340976;5,080;-49,805571;-49,785717
VIA SUL;2019;BR-101/RS;Crescente;3,000;-29,324299;-29,326673;3,320;-49,779046;-49,781000
VIA SUL;2019;BR-101/RS;Decrescente;10,750;-29,376940;-29,365981;9,000;-49,826992;-49,814111
VIA SUL;2019;BR-101/RS;Crescente;5,150;-29,341603;-29,356665;7,500;-49,786390;-49,803635
VIA SUL;2019;BR-101/RS;Decrescente;13,550;-29,395116;-29,385536;12,000;-49,846049;-49,835238
VIA SUL;2019;BR-101/RS;Crescente;8,960;-29,365892;-29,376504;10,640;-49,814159;-49,826806
VIA SUL;2019;BR-101/RS;Decrescente;20,800;-29,435251;-29,421741;18,250;-49,893798;-49,873741
VIA SUL;2019;BR-101/RS;Crescente;11,900;-29,385149;-29,397712;13,860;-49,834983;-49,849171
VIA SUL;2019;BR-101/RS;Decrescente;24,900;-29,456546;-29,442791;22,200;-49,927962;-49,905224
VIA SUL;2019;BR-101/RS;Crescente;18,150;-29,421690;-29,432963;20,450;-49,872835;-49,891727
VIA SUL;2019;BR-101/RS;Decrescente;32,500;-29,501677;-29,488571;31,000;-49,978942;-49,974813
VIA SUL;2019;BR-101/RS;Crescente;22,150;-29,442350;-29,456947;24,960;-49,905108;-49,928944
VIA SUL;2019;BR-101/RS;Decrescente;48,500;-29,597284;-29,556929;42,600;-50,078400;-50,039630
VIA SUL;2019;BR-101/RS;Crescente;30,900;-29,488050;-29,501576;32,460;-49,974780;-49,979026
VIA SUL;2019;BR-101/RS;Decrescente;63,650;-29,699528;-29,692467;62,000;-50,174441;-50,159308
VIA SUL;2019;BR-101/RS;Crescente;42,500;-29,556543;-29,597067;48,400;-50,039280;-50,078385
VIA SUL;2019;BR-101/RS;Crescente;52,000;-29,624361;-29,627108;52,350;-50,098614;-50,100515
VIA SUL;2019;BR-101/RS;Decrescente;88,420;-29,890566;-29,869582;84,800;-50,280099;-50,252008
VIA SUL;2019;BR-101/RS;Crescente;84,840;-29,869845;-29,890997;88,500;-50,252644;-50,280755
