concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;458,634;-24,603333;-24,597167;457,900;-47,876700;-47,876417
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;449,880;-24,537050;-24,495583;444,640;-47,858833;-47,839567
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;416,519;-24,342883;-24,333800;415,320;-47,646817;-47,640700
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;396,090;-24,292100;-24,287517;394,400;-47,470417;-47,455167
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Crescente;0,860;-25,348750;-25,353650;2,260;-49,052633;-49,063917
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Crescente;5,599;-25,365133;-25,369483;8,489;-49,090617;-49,115467
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Crescente;13,300;-25,377900;-25,385583;15,550;-49,155567;-49,173333
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Crescente;16,260;-25,387517;-25,389000;17,377;-49,178617;-49,188217
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Crescente;18,260;-25,388967;-25,388750;18,500;-49,195650;-49,198067
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Decrescente;17,468;-25,389300;-25,387450;16,151;-49,189083;-49,177500
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Decrescente;14,760;-25,383233;-25,377383;13,100;-49,167317;-49,153633
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Decrescente;12,600;-25,376033;-25,372100;10,600;-49,150367;-49,133933
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Decrescente;6,572;-25,367067;-25,367233;5,666;-49,098900;-49,099850
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;250,721;-27,947697;-27,949535;250,940;-48,671772;-48,672697
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;252,640;-27,963537;-27,980664;254,560;-48,679896;-48,679630
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;254,561;-27,980663;-27,983455;254,840;-48,679629;-48,679422
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;254,841;-27,983454;-27,985333;255,100;-48,679421;-48,679323
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;263,200;-28,047082;-28,053921;264,000;-48,715180;-48,717409
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;264,860;-28,061694;-28,063334;265,060;-48,716720;-48,716321
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;265,061;-28,063333;-28,067452;265,520;-48,716175;-48,715168
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;265,521;-28,067451;-28,069224;265,740;-48,715167;-48,714490
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;266,680;-28,077622;-28,078908;266,840;-48,712199;-48,712018
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;266,841;-28,078907;-28,080538;267,000;-48,712017;-48,711683
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;267,001;-28,080537;-28,082597;267,250;-48,711682;-48,711235
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;268,540;-28,094112;-28,097723;269,080;-48,709277;-48,705913
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;281,700;-28,209166;-28,219735;282,920;-48,699275;-48,700476
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;275,880;-28,156958;-28,163243;276,740;-48,693027;-48,694028
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;277,700;-28,173245;-28,184836;279,100;-48,694925;-48,696661
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;279,760;-28,191385;-28,193743;280,050;-48,697156;-48,697666
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;283,800;-28,227961;-28,236925;284,840;-48,701473;-48,700732
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;287,800;-28,262977;-28,264570;288,000;-48,703578;-48,702994
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;288,001;-28,264569;-28,271100;288,880;-48,702993;-48,700814
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;288,881;-28,271099;-28,273537;289,040;-48,700813;-48,700134
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;291,060;-28,289999;-28,291005;291,240;-48,708198;-48,709331
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;291,241;-28,291004;-28,295628;291,900;-48,709330;-48,713750
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;291,901;-28,295627;-28,296213;292,000;-48,713749;-48,714261
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;294,360;-28,315134;-28,316160;294,500;-48,724998;-48,725605
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;294,501;-28,316159;-28,328480;296,000;-48,725604;-48,732290
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;296,500;-28,332982;-28,334072;296,640;-48,732934;-48,732935
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;296,641;-28,334071;-28,339708;297,220;-48,732934;-48,733146
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;297,221;-28,339707;-28,343206;297,650;-48,733145;-48,733374
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;299,660;-28,357748;-28,358490;299,790;-48,746485;-48,747235
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;299,791;-28,358489;-28,428390;309,320;-48,747235;-48,802991
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;309,321;-28,428389;-28,434014;310,080;-48,802990;-48,806672
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;310,530;-28,437069;-28,439846;311,000;-48,809402;-48,812896
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;311,001;-28,439845;-28,425145;316,000;-48,812895;-48,857514
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;316,360;-28,426512;-28,426521;316,460;-48,861355;-48,862200
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;316,461;-28,426520;-28,427933;316,980;-48,862199;-48,867048
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;317,820;-28,429923;-28,428507;318,280;-48,875292;-48,879596
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;318,281;-28,428506;-28,425480;323,460;-48,879595;-48,930800
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;323,461;-28,425479;-28,424869;323,800;-48,930799;-48,933322
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;324,240;-28,424291;-28,424307;324,540;-48,938042;-48,940962
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;324,541;-28,424306;-28,439144;327,200;-48,940961;-48,962432
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;327,201;-28,439143;-28,443239;327,800;-48,962431;-48,965555
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;331,280;-28,463250;-28,463982;331,420;-48,992472;-48,993389
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;331,421;-28,463981;-28,466264;331,840;-48,993388;-48,996893
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;331,841;-28,466263;-28,467610;332,280;-48,996892;-49,000980
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;332,680;-28,467291;-28,467092;332,780;-49,005254;-49,006077
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;332,781;-28,467091;-28,468457;333,440;-49,006401;-49,012664
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;333,441;-28,468456;-28,477091;335,520;-49,012663;-49,031413
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;335,521;-28,477090;-28,478010;335,720;-49,031412;-49,033006
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;337,680;-28,493639;-28,494561;337,860;-49,042182;-49,043404
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;337,861;-28,494560;-28,538975;343,040;-49,043403;-49,053227
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;343,041;-28,538974;-28,541517;343,340;-49,053226;-49,053229
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;347,080;-28,575382;-28,578382;347,420;-49,052725;-49,052585
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;347,421;-28,578381;-28,589298;348,800;-49,052584;-49,045808
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;348,801;-28,589297;-28,591675;349,100;-49,045807;-49,044980
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;349,900;-28,597674;-28,603329;350,700;-49,049709;-49,054815
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;351,960;-28,612500;-28,613567;352,200;-49,062587;-49,064508
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;352,201;-28,613566;-28,613583;352,460;-49,064507;-49,064664
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;353,760;-28,614919;-28,611209;354,400;-49,066472;-49,061665
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;356,740;-28,641803;-28,671823;361,060;-49,100193;-49,123582
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;362,380;-28,676626;-28,682295;363,660;-49,135487;-49,146773
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;363,661;-28,682294;-28,683021;363,840;-49,146772;-49,148180
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;367,500;-28,696724;-28,698344;368,440;-49,181772;-49,190367
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;368,441;-28,698343;-28,699341;368,620;-49,190366;-49,192602
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;372,280;-28,715028;-28,717051;373,000;-49,225532;-49,232096
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;374,900;-28,731153;-28,731761;375,000;-49,243541;-49,244068
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;375,001;-28,731760;-28,753816;379,000;-49,244067;-49,275356
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;379,080;-28,753663;-28,774257;383,580;-49,275848;-49,315370
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;385,780;-28,783990;-28,784834;385,980;-49,335453;-49,337048
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;385,981;-28,784833;-28,786717;386,340;-49,337532;-49,340297
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;387,340;-28,791677;-28,794221;387,860;-49,348873;-49,353330
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;387,861;-28,794221;-28,798951;388,800;-49,353330;-49,361324
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;388,801;-28,798950;-28,800860;389,180;-49,361323;-49,364311
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;389,230;-28,800862;-28,806441;390,280;-49,365440;-49,374114
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;390,281;-28,806440;-28,808914;390,860;-49,374113;-49,379046
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;391,580;-28,811617;-28,812027;391,700;-49,386027;-49,386950
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;391,701;-28,812026;-28,815413;392,380;-49,386949;-49,392685
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;392,381;-28,815412;-28,816814;392,580;-49,392684;-49,393989
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;393,400;-28,821621;-28,830639;395,200;-49,400672;-49,413531
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;396,420;-28,838993;-28,840354;396,680;-49,424646;-49,426590
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;396,681;-28,840353;-28,877762;401,820;-49,426863;-49,457542
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;401,821;-28,877761;-28,879697;402,100;-49,457541;-49,458858
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;414,980;-28,965091;-28,980133;417,200;-49,523151;-49,537087
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;417,600;-28,982892;-29,004723;420,960;-49,539949;-49,563605
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;421,220;-29,006606;-29,103463;434,680;-49,566632;-49,636215
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;434,681;-29,103463;-29,111670;435,620;-49,636215;-49,638895
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;435,621;-29,112071;-29,123507;438,080;-49,638945;-49,656202
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;438,081;-29,123506;-29,123823;438,480;-49,656201;-49,659849
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;438,960;-29,123941;-29,123930;439,280;-49,664903;-49,668032
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;439,281;-29,123929;-29,158720;447,140;-49,668032;-49,735212
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;447,141;-29,158719;-29,159937;447,380;-49,735211;-49,736833
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;448,000;-29,163621;-29,164426;448,140;-49,741864;-49,742702
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;448,141;-29,164425;-29,177367;449,900;-49,742927;-49,753498
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;449,901;-29,177366;-29,178873;450,100;-49,753497;-49,754237
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;450,480;-29,182244;-29,183699;450,660;-49,755278;-49,755444
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;450,661;-29,183698;-29,232953;456,320;-49,755436;-49,758268
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;456,321;-29,232952;-29,236303;456,700;-49,758267;-49,756984
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;462,720;-29,289008;-29,291725;463,180;-49,757978;-49,761404
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;463,181;-29,291724;-29,298115;464,220;-49,761404;-49,769498
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;464,230;-29,298816;-29,292264;463,160;-49,769216;-49,761477
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;463,159;-29,292263;-29,288658;462,560;-49,761476;-49,757435
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;456,200;-29,232669;-29,227474;455,600;-49,757966;-49,759466
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;455,599;-29,227473;-29,184021;450,660;-49,759465;-49,754960
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;450,659;-29,184020;-29,181844;450,360;-49,754959;-49,755020
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;450,040;-29,178886;-29,177653;449,860;-49,754031;-49,753164
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;449,859;-29,177652;-29,165185;448,160;-49,753163;-49,742838
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;448,159;-29,165184;-29,163366;447,900;-49,742837;-49,741290
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;447,400;-29,160369;-29,159186;447,160;-49,737132;-49,735249
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;447,159;-29,159185;-29,139593;444,280;-49,735248;-49,715244
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;444,279;-29,139592;-29,138860;444,120;-49,715243;-49,715318
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;444,119;-29,138859;-29,134489;443,020;-49,715317;-49,704611
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;443,019;-29,134488;-29,134218;442,740;-49,704610;-49,704391
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;441,960;-29,131835;-29,130710;441,460;-49,694600;-49,689752
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;441,459;-29,130709;-29,125534;439,660;-49,689751;-49,671959
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;439,659;-29,125533;-29,124778;439,400;-49,671958;-49,669656
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;437,940;-29,123828;-29,123885;437,640;-49,654611;-49,651717
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;437,639;-29,123884;-29,119082;436,560;-49,651716;-49,639680
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;436,559;-29,119081;-29,118866;436,360;-49,639679;-49,640905
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;436,359;-29,118865;-29,114191;435,810;-49,640904;-49,639239
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;435,809;-29,114190;-29,209693;435,620;-49,639238;-49,755970
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;435,619;-29,209692;-29,111522;435,520;-49,755969;-49,638274
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;435,519;-29,111522;-29,103745;434,640;-49,638274;-49,635763
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;434,639;-29,103401;-28,970924;415,780;-49,635733;-49,527046
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;415,779;-28,970923;-28,969747;415,580;-49,527045;-49,525731
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;402,080;-28,879853;-28,878109;401,800;-49,458691;-49,457175
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;401,799;-28,878108;-28,839285;396,450;-49,457174;-49,424343
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;395,480;-28,832987;-28,832223;395,280;-49,415577;-49,414400
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;395,279;-28,832222;-28,822477;393,484;-49,414399;-49,400980
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;392,510;-28,816753;-28,815545;392,280;-49,393477;-49,392018
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;392,279;-28,815544;-28,812202;391,540;-49,392017;-49,385334
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;390,900;-28,809391;-28,799926;388,870;-49,379861;-49,362075
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;386,450;-28,787588;-28,786836;386,290;-49,341221;-49,339851
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;386,289;-28,786835;-28,784789;385,900;-49,339850;-49,336044
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;385,899;-28,784788;-28,783759;385,660;-49,336043;-49,334638
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;384,000;-28,776709;-28,774169;383,000;-49,319660;-49,314269
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;382,860;-28,771941;-28,771270;382,640;-49,309205;-49,307540
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;382,639;-28,771269;-28,768845;382,000;-49,307539;-49,302312
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;380,840;-28,763106;-28,762494;380,700;-49,290995;-49,289963
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;380,699;-28,762493;-28,753475;379,000;-49,289962;-49,275628
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;378,999;-28,753807;-28,735273;375,420;-49,275132;-49,246246
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;375,419;-28,735272;-28,730880;374,800;-49,246245;-49,242943
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;250,190;-27,944121;-27,945353;250,380;-48,668522;-48,669749
CATARINENSE HOLDING;2020;BR-101/SC;Crescente;250,381;-27,945352;-27,947698;250,720;-48,669748;-48,671773
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;373,020;-28,717561;-28,716326;372,680;-49,232334;-49,229272
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;372,679;-28,716325;-28,716097;372,600;-49,229271;-49,228464
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;372,599;-28,716096;-28,715265;372,260;-49,228463;-49,225300
CATARINENSE HOLDING;2020;BR-101/SC;Decrescente;370,120;-28,706786;-28,705957;369,910;-49,205593;-49,203730
