concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_perfil_de_terreno;km_m_inicial;latitude_inicial;longitude_inicial;latitude_final;km_m_final;longitude_final
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;174,281;-22,375200;-41,962990;-22,377940;174,970;-41,968460
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;19,721;-21,379665;-41,342293;-21,385098;20,290;-41,341755
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;20,291;-21,385118;-41,341753;-21,391809;21,133;-41,344864
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;19,301;-21,376049;-41,343409;-21,379653;19,720;-41,342305
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;17,251;-21,359835;-41,338271;-21,363208;17,632;-41,338460
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;173,901;-22,374560;-41,957700;-22,375200;174,280;-41,962990
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;21,134;-21,391819;-41,344864;-21,394383;21,428;-41,345592
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;18,644;-21,371766;-41,340189;-21,376032;19,300;-41,343410
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;174,971;-22,377940;-41,968460;-22,380670;175,400;-41,971420
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;17,633;-21,363224;-41,338454;-21,366115;17,958;-41,337970
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;175,401;-22,380670;-41,971420;-22,381870;175,635;-41,972760
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;175,636;-22,381890;-41,972820;-22,384240;176,015;-41,976610
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;21,429;-21,394396;-41,345594;-21,399045;21,950;-41,345737
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;176,016;-22,384240;-41,976610;-22,384700;176,470;-41,979760
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;23,189;-21,409026;-41,344077;-21,411307;23,560;-41,346501
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;22,451;-21,403607;-41,344884;-21,405719;22,750;-41,343176
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;24,573;-21,420292;-41,346413;-21,426271;25,240;-41,347014
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;25,241;-21,426285;-41,347007;-21,431979;26,000;-41,342784
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;26,001;-21,431991;-41,342778;-21,435248;26,379;-41,342854
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;176,841;-22,385500;-41,983280;-22,387820;177,165;-41,986120
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;22,751;-21,405742;-41,343166;-21,409020;23,188;-41,344060
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;176,471;-22,384700;-41,979760;-22,385500;176,840;-41,983280
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;26,751;-21,438556;-41,343138;-21,441949;27,158;-41,342714
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;21,951;-21,399059;-41,345736;-21,403600;22,450;-41,344895
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;27,159;-21,441963;-41,342707;-21,447272;27,750;-41,343218
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;27,751;-21,447295;-41,343220;-21,448174;27,850;-41,343309
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;23,561;-21,411316;-41,346500;-21,420277;24,572;-41,346420
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;27,851;-21,448188;-41,343309;-21,450855;28,150;-41,343546
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;26,380;-21,435263;-41,342853;-21,438544;26,750;-41,343144
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;28,151;-21,450878;-41,343544;-21,456315;28,758;-41,342939
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;177,901;-22,391530;-41,992260;-22,394190;178,175;-41,995580
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;28,759;-21,456338;-41,342927;-21,461509;29,382;-41,340563
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;178,176;-22,394190;-41,995580;-22,395100;178,440;-41,996060
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;178,441;-22,395100;-41,996060;-22,397580;178,840;-41,996250
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;178,841;-22,398410;-41,996150;-22,409230;180,260;-41,998980
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;180,261;-22,409230;-41,998980;-22,412540;180,500;-42,000480
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;180,501;-22,412540;-42,000480;-22,415790;180,945;-42,000520
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;180,946;-22,415790;-42,000520;-22,421660;181,865;-42,005940
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;181,866;-22,421660;-42,005940;-22,425030;182,285;-42,010420
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;29,383;-21,461515;-41,340561;-21,466210;29,960;-41,338177
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;29,961;-21,466226;-41,338169;-21,467833;30,185;-41,336848
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;31,495;-21,478285;-41,338012;-21,482284;31,976;-41,339601
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;30,186;-21,467838;-41,336835;-21,471861;30,678;-41,335034
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;31,977;-21,482308;-41,339608;-21,487917;32,600;-41,340658
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;33,051;-21,491710;-41,342105;-21,493471;33,250;-41,342418
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;182,286;-22,425030;-42,010420;-22,425550;182,640;-42,012690
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;33,251;-21,493481;-41,342418;-21,497642;33,835;-41,341056
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;33,836;-21,497651;-41,341049;-21,500527;34,085;-41,339782
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;32,601;-21,487937;-41,340665;-21,491702;33,050;-41,342104
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;34,451;-21,503636;-41,338586;-21,507828;34,950;-41,336842
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;34,951;-21,507837;-41,336837;-21,509276;35,133;-41,336043
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;35,871;-21,515513;-41,333789;-21,521624;36,580;-41,335198
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;30,679;-21,471870;-41,335028;-21,478275;31,494;-41,338008
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;36,819;-21,523619;-41,336056;-21,526763;37,183;-41,337404
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;36,581;-21,521653;-41,335212;-21,523592;36,818;-41,336049
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;34,086;-21,500534;-41,339780;-21,501590;34,210;-41,339393
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;37,184;-21,526784;-41,337418;-21,530939;37,684;-41,339259
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;34,211;-21,501600;-41,339385;-21,503627;34,450;-41,338590
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;38,071;-21,534002;-41,340807;-21,536522;38,380;-41,342068
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;38,381;-21,536538;-41,342074;-21,538386;38,590;-41,342349
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;38,591;-21,538408;-41,342345;-21,540667;38,850;-41,341809
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;38,851;-21,540682;-41,341798;-21,543693;39,218;-41,340025
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Ondulado;35,134;-21,509284;-41,336040;-21,515496;35,870;-41,333790
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;37,685;-21,530950;-41,339266;-21,533992;38,070;-41,340804
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;39,466;-21,545659;-41,338833;-21,548074;39,812;-41,336767
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;40,501;-21,552714;-41,331811;-21,554306;40,750;-41,330173
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;39,219;-21,543717;-41,340011;-21,545629;39,465;-41,338843
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;41,735;-21,561235;-41,324962;-21,563005;41,950;-41,324391
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;39,813;-21,548087;-41,336747;-21,552704;40,500;-41,331822
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;40,951;-21,555347;-41,329029;-21,561215;41,734;-41,324972
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;42,251;-21,565701;-41,323974;-21,567758;42,480;-41,323817
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;42,481;-21,567776;-41,323816;-21,570378;42,770;-41,323626
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;40,751;-21,554318;-41,330151;-21,555335;40,950;-41,329046
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;43,135;-21,573763;-41,323376;-21,577888;43,600;-41,322641
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;42,771;-21,570393;-41,323622;-21,573750;43,134;-41,323380
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;189,142;-22,457480;-42,061570;-22,459290;189,410;-42,062200
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;43,601;-21,577902;-41,322629;-21,582264;44,184;-41,319510
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;44,185;-21,582274;-41,319502;-21,585513;44,580;-41,317982
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;45,078;-21,589940;-41,316808;-21,594193;45,550;-41,316736
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;45,551;-21,594211;-41,316737;-21,598343;46,000;-41,316849
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;189,411;-22,459290;-42,062200;-22,460160;189,575;-42,063000
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;46,001;-21,598352;-41,316849;-21,603181;46,536;-41,317017
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;47,001;-21,607448;-41,316576;-21,611976;47,508;-41,315980
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;46,537;-21,603204;-41,317015;-21,607432;47,000;-41,316582
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;189,711;-22,461380;-42,063950;-22,462580;189,971;-42,065060
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;189,576;-22,460160;-42,063000;-22,461380;189,710;-42,063950
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;48,389;-21,619827;-41,314921;-21,621493;48,576;-41,314661
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;189,972;-22,462580;-42,065060;-22,463690;190,310;-42,065990
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;47,509;-21,611984;-41,315978;-21,617412;48,120;-41,315230
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;48,943;-21,624755;-41,314224;-21,632357;49,783;-41,313189
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;190,311;-22,463690;-42,065990;-22,465280;190,605;-42,070950
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;48,577;-21,621501;-41,314659;-21,624738;48,942;-41,314227
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;48,130;-21,617506;-41,315211;-21,619816;48,388;-41,314925
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;190,606;-22,465280;-42,070950;-22,466830;190,930;-42,072770
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;190,931;-22,466830;-42,072770;-22,467920;191,180;-42,074380
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;191,181;-22,467920;-42,074380;-22,470280;191,535;-42,077710
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;191,536;-22,470280;-42,077710;-22,473190;192,315;-42,084930
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;192,316;-22,473190;-42,084930;-22,473790;192,500;-42,086580
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;192,501;-22,473790;-42,086580;-22,477850;193,260;-42,091950
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;193,261;-22,477850;-42,091950;-22,478220;193,340;-42,092660
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;50,876;-21,641647;-41,311902;-21,645074;51,265;-41,311476
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;51,266;-21,645086;-41,311474;-21,648029;51,592;-41,311410
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;52,043;-21,651900;-41,311341;-21,655856;52,480;-41,311267
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;50,227;-21,635844;-41,312703;-21,638943;50,574;-41,312265
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;50,014;-21,633934;-41,312960;-21,635830;50,226;-41,312706
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;49,784;-21,632380;-41,313187;-21,633918;50,013;-41,312962
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;197,221;-22,491080;-42,118910;-22,490850;197,560;-42,121790
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;197,561;-22,490850;-42,121790;-22,490960;198,600;-42,122740
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;198,601;-22,490960;-42,122740;-22,487890;199,120;-42,135390
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;199,121;-22,487890;-42,135390;-22,486620;199,470;-42,138570
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;199,471;-22,486620;-42,138570;-22,485750;199,700;-42,140510
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;199,701;-22,485750;-42,140510;-22,484640;199,860;-42,141920
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;52,946;-21,660058;-41,311330;-21,661990;53,160;-41,311409
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;199,861;-22,484640;-42,141920;-22,482070;200,380;-42,145080
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;52,481;-21,655866;-41,311268;-21,658421;52,765;-41,311216
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;54,183;-21,671370;-41,311091;-21,676342;54,734;-41,310913
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;53,421;-21,664354;-41,311332;-21,667520;53,772;-41,311226
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;53,773;-21,667532;-41,311223;-21,671358;54,182;-41,311093
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;53,161;-21,662001;-41,311407;-21,664341;53,420;-41,311332
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;55,201;-21,680520;-41,310789;-21,681856;55,350;-41,310854
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;55,623;-21,684319;-41,310993;-21,685373;55,740;-41,310979
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;55,741;-21,685386;-41,310978;-21,691042;56,366;-41,310356
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;56,550;-21,692704;-41,310311;-21,695046;56,810;-41,310235
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;56,811;-21,695063;-41,310235;-21,698139;57,158;-41,310153
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;54,735;-21,676357;-41,310910;-21,679000;55,030;-41,310816
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;57,159;-21,698152;-41,310148;-21,699558;57,315;-41,310112
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;57,316;-21,699571;-41,310108;-21,701232;57,500;-41,310060
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;57,501;-21,701244;-41,310061;-21,702354;57,625;-41,310030
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;202,361;-22,475890;-42,163080;-22,475680;202,480;-42,164270
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;58,351;-21,708769;-41,308925;-21,711176;58,620;-41,308628
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;57,851;-21,704399;-41,309922;-21,708760;58,350;-41,308928
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;55,031;-21,679000;-41,310815;-21,680506;55,200;-41,310786
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;57,626;-21,702372;-41,310029;-21,704386;57,850;-41,309926
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;202,481;-22,475680;-42,164270;-22,475530;202,650;-42,166140
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;58,621;-21,711188;-41,308628;-21,712537;58,770;-41,308530
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;202,651;-22,475530;-42,166140;-22,475520;202,980;-42,169020
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;203,141;-22,475540;-42,170140;-22,475540;203,320;-42,172280
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;59,059;-21,714918;-41,309085;-21,716328;59,250;-41,310128
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;59,391;-21,717311;-41,311001;-21,718317;59,540;-41,311940
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;59,541;-21,718332;-41,311962;-21,719585;59,738;-41,313316
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;59,251;-21,716342;-41,310134;-21,717299;59,390;-41,310996
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;59,739;-21,719601;-41,313337;-21,721430;60,016;-41,315868
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;60,017;-21,721439;-41,315876;-21,722983;60,300;-41,318056
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;60,301;-21,722990;-41,318067;-21,724913;60,607;-41,320169
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;203,661;-22,475060;-42,175540;-22,474410;204,100;-42,179690
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;60,831;-21,725568;-41,320701;-21,726086;61,000;-41,321038
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;61,301;-21,728445;-41,322467;-21,730449;61,540;-41,323287
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Ondulado;61,541;-21,730462;-41,323288;-21,732238;61,750;-41,323980
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;60,608;-21,724930;-41,320178;-21,725530;60,830;-41,320656
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;61,751;-21,732259;-41,323982;-21,733988;61,930;-41,324703
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;204,101;-22,474410;-42,179690;-22,474490;204,280;-42,181420
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;62,448;-21,738210;-41,326998;-21,741666;62,899;-41,329724
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;61,931;-21,734008;-41,324712;-21,738203;62,447;-41,326988
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;65,840;-21,758948;-41,348126;-21,764472;66,479;-41,346638
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;66,860;-21,767097;-41,348152;-21,770771;67,699;-41,355043
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;62,900;-21,741672;-41,329731;-21,749961;64,139;-41,337103
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;210,946;-22,480500;-42,242360;-22,480730;211,015;-42,243180
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;211,016;-22,480730;-42,243180;-22,481010;211,129;-42,244270
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;68,260;-21,773316;-41,359868;-21,776204;68,979;-41,365381
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;67,700;-21,770763;-41,355068;-21,773299;68,259;-41,359855
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;68,980;-21,776207;-41,365381;-21,780220;69,699;-41,372105
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;211,130;-22,481010;-42,244270;-22,482240;211,760;-42,248320
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;212,201;-22,485400;-42,253350;-22,486940;212,490;-42,255630
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;69,700;-21,780203;-41,372123;-21,786154;70,959;-41,382133
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;70,960;-21,786166;-41,382136;-21,794027;71,939;-41,390709
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;71,940;-21,794035;-41,390712;-21,798959;72,819;-41,394058
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;211,761;-22,482240;-42,248320;-22,485400;212,200;-42,253350
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;212,491;-22,486940;-42,255630;-22,488120;212,760;-42,257440
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;212,761;-22,488120;-42,257440;-22,490110;213,100;-42,260420
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;72,820;-21,798985;-41,394075;-21,802093;73,199;-41,395657
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;213,101;-22,490110;-42,260420;-22,491230;213,300;-42,262050
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;213,301;-22,491230;-42,262050;-22,492200;213,448;-42,262890
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;215,411;-22,492920;-42,263350;-22,506690;215,698;-42,277900
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;Perfil Plano;215,961;-22,510290;-42,305940;-22,512060;219,320;-42,310090
